comments,sentiments,compound
"Yes, we can talk about corruption and question the cost of this hotel in comparison to his take home pay, if you suspect a foul play then you can attack him alone instead of the class he belongs to.",neg,-0.3818
"Must a Phd holder be more successful than him? A Phd holder can not make more money than akara seller or food vendor, Phd is good for prestige only, but it's nothing when it comes to money.",pos,0.5418
"It has nothing to do with Lagos state, the fact that you have a Phd or you have 10 degrees doesn't mean you are going to earn more than other people..",neu,0.0
We all pick our path in life so stop looking down on people because of what they do for a living?,neg,-0.4341
Thuggery pays in south west reason why we the Yorubas doesn't value education,neg,-0.2584
"I'm talking about how Nigeria system has been upside down, you're blabbing about what someone is making a living",neu,0.0
please what's he making for a living than extorting motorists that in return inflate transport the passenger paid? Nigerians just have a way of defending stupidity,neg,-0.1531
"this is how the world didn't value scientist, only to see their values during this world pandemic, we are too full of misplace priorities in Nigeria",pos,0.169
"Bros dey calm down small small, that part where you said a PhD Holder can not make more money than an Akara seller is not absolutely true.",neg,-0.0641
"Just imagine, Lagos is upside down because a private citizen and a non public official built hotel.  ",neu,0.0
What is so illegal or abnormal in that?,neg,-0.6825
"You rightfully said it's a government recognized union but still bent on how a tout should lord it, but we have the supreme court have aspirants loose positions for fake certificates into government institutions.",neg,-0.4497
Of what purpose is education if trained PHD holders in transport and logistics are sidelined for league of touts?..,neu,0.0
"When you remove the ""cherry"" that makes you groom children from 2 to 30years just reading to be well trained while acquiring certificates, but a system gifts it to another who never deemed it neccessary, what kind of society would you be building?..",pos,0.1406
Do you think 6 months crash course training can't make an illiterate do the job bankers do or engineers do?... but nation building is not done that way.,neg,-0.2144
"I feel sorry for their prospective customers already. Once there is a fight between their factions, they usually target and destroy each other's property.",neg,-0.7506
is it that you people can't read to comprehend or you just just chose to be naive?,neg,-0.2732
"if education is not as important, why didn't he make their kids to follow their path? why did Oluomo Packed all his kids to abroad? the kids will finished schooling there and get a good living because they value labour and effort there but in Nigeria here we defend politicians, defend nurtw, defend celebrities, normalise stupidity",neg,-0.4322
"that's why you elected a bloody illiterate just because both educated and non educated mentality should earn a good living! as worse as Gej was, he knew when to adjust because education still reflect in his engagement but look at what we've now?",neg,-0.088
"with your kind in this country, we've a long way to go. if education is not important then let's send all the kids to be an nurtw tout then",pos,0.32
"a private citizens used the money extorted from motorist that made living hard for passengers most time to built hotel, defending Buhari had diluted your reasoning state",neg,-0.1027
"tp to my place before was 100naira but because they increase their levy at the park, they increased it to 300naira and you're blabbing",pos,0.6808
I presume being stupid is one of the criteria of defending Buhari and political parties in this country?,neg,-0.1779
I didn't know I could build a house by selling puff-puff,neu,0.0
"You are sadly mistaken, many akara and puff puff sellers are actually millionaires.",neg,-0.6486
Don't look down on people and their hustle.,neu,0.0
Education itself is not created initially to be a money making venture. There are countless profession where a PhD holder earn less than a master or Bachelor degree holder in another field.,neg,-0.1877
It is only in Nigeria where people will see a barber and distinguish them from a graduate simply because they think the teacher deserves more right to prosperity than a graduate.,neu,0.0
What will you say about business men that do just buying and selling who earn more than PhD holders? Or an artist that do nothing more than just singing and praising people for money earning more than a professor?,pos,0.594
"There is dignity in labor. Money itself is not a dependent of your education or lack of it. A barber, NURTW, teacher, shoemaker, Tailor, and etc deserve right to prosperity and not just the dictated sector of the society.",pos,0.1027
"By the way, a PhD in transport will not be on the road taking money from the drivers. A PhD should be somewhere contributing to knowledge in the field of transport and logistics and building custom Nigerian solutions to the problem bedeviling our transport sector. ",neg,-0.25
We both agree that NURTW is a creation of the law and it is situated in all 36 states of the federation. Will it be a fair thing to you if the NURTW continue to be a band of broke downtrodden of the society and you wish to see them make a good living and build shelter for themselves?,pos,0.8271
"I just don't remember seeing him on the roadside extorting me for money, but the last time I checked, they collect membership fees from their members, not from you or motorists.",neu,0.0
"please, you are not making any sense.",pos,0.3182
You know a lot of folks on Nairaland will say any rubbish since people like them that can't think will be there to like their post.,pos,0.6124
"The fact that you sent your kids to school doesn't mean you are going to determine what they end up doing in life, in many countries, welders, pipe fitters, machinists and auto plant workers with trade school education make more money than graduates.",neu,0.0
"We all can not be graduates or Phd holders, we need police men, fire fighters, bank tellers, factory workers, farmers, electricians, plumbers, waiters, receptionists, food vendors and so on.",neg,-0.3818
Stop being shallow.,neg,-0.296
Baby factory people with short circuit brain,neu,0.0
"later you will that grunting like swines that Nigerians hate you, commissioner is fighting for the  control of motor parks in your erosion desecrated region.",neg,-0.5719
Yet senses never locate the region that they under irrevocable trouble.,neg,-0.4019
No one said education is not important. What we are saying here is the right of all occupation to prosperity. ,neg,-0.4199
Because you are educated does not mean an illiterate shouldn't have the right to be prosperous. There is no natural law that says a PhD holder must be rich than a food seller. ,pos,0.7906
People get educated not because of money alone but exposure. That is why you see a lot of rich folks that still look archaic in their thinking and you can see a not so rich educated folk having value in the society.,pos,0.9246
The abroad you mentioned shows you don't know jack about abroad. People irrespective of occupation make some sort of deserving wages and the PhD holders here are not even the richest in the society. ,neg,-0.4168
